,rating,date,review
3393,5,2020-06-12T22:38:45.000Z,"Excellent prompt service
Excellent prompt service. Thanks"
3394,5,2020-06-12T08:56:45.000Z,"Quick
Ordered guitar on a tuesday, and was at my door before the weekend!"
3395,5,2020-06-12T08:17:30.000Z,"Quick shipping despite the coronavirus…
Quick shipping despite the coronavirus period and very secured packaging."
3396,5,2020-06-12T01:31:41.000Z,"Great
Great, thanks"
3397,4,2020-06-12T01:24:23.000Z,"Perhaps it took a little longer to get…
Perhaps it took a little longer to get here than I had expected, but all good!"
3398,5,2020-06-12T01:18:38.000Z,Always great to buy from Better Music.
3399,5,2020-06-12T01:10:48.000Z,Yer nah not bad
3400,5,2020-06-11T23:02:04.000Z,"Great shopping experience and customer…
Great shopping experience and customer service."
3401,5,2020-06-11T22:22:19.000Z,"Purchase was received promptly
Purchase was received promptly. Thanks!"
3402,5,2020-06-11T21:47:23.000Z,"Extremely efficient
Extremely efficient. Lots of payment options. The order went through quickly and arrived the same"
3403,5,2020-06-11T12:56:36.000Z,Very good and fast service
3404,3,2020-06-11T07:31:45.000Z,"I was happy with the price
I was happy with the price, the 3 chats I had with the drum guy over the phone and information and help given. Things I did not like was no name given from reception or warehouse at any time when I rang, 3 days for my item to leave the warehouse when a long weekend was upcoming. waiting another 2 days after the weekend to find the wrong address was on it and could not be delivered and waiting another 2 days to receive the item. I was not impressed to find the side skin shredded on arrival and there was no visible damage to the box. I was happy in regards to follow up when they found it was the wrong address. The website said 1-2 days delivery. It took 8."
3405,5,2020-06-11T01:38:55.000Z,"Absolutey First Class.....
As a long time collector of acoustic guitars, I can thoroughly recommend BETTER MUSIC. (Following good reviews), I decided to buy a Tanglewood TWUD (mahogany) from Better Music. i was delighted with the result ~ excellent communication...... great price.....speedy delivery to Adelaide.....well-packaged....great guitar. Thank you Better Music. Graham McCarthy."
3406,4,2020-06-11T01:11:48.000Z,"Great service overall
Great service overall - only disappointment was that the item was showing as available online but when I bought it I got an email a week later saying it was out of stock and would take at least a month to arrive."
3407,5,2020-06-10T17:58:30.000Z,"Fuss free purchase super speedy…
Fuss free purchase super speedy delivery very happy"
3408,5,2020-06-10T07:50:14.000Z,"Excellent
Order was delivered fast, and super impressed with the care taken to pack it."
3409,5,2020-06-10T07:39:19.000Z,"Nice easy transaction
Nice easy transaction, quick delivery, and the amp arrived in perfect condition.
Thanks."
3410,5,2020-06-10T07:33:36.000Z,"Great
Great thanks - professionals employed in Music"
3411,3,2020-06-10T06:30:27.000Z,"This time i bought guitar from better…
This time i bought guitar from better music. Experience and customer service is not as great as the drum department.
But, this is my go to place to buy musical instruments."
3412,5,2020-06-10T05:56:41.000Z,"They're called Better Music for a reason.
I have been dealing with Better Music for over 10 years now both as an instore and online customer. My most recent online purchase played out exactly as any other with this business: Lots of product options - competetive pricing - fast delivery. Whether you visit their amazing store in person or pay a cyber visit you have made a great decision. I'm happy to give bad reviews where necesarry but I really cannot fault Better Music. Thanks again guys! Tonywademusic.com"
3413,5,2020-06-10T04:32:38.000Z,Great store and awesome staff
3414,5,2020-06-10T04:09:30.000Z,Fast devilery quality product
3415,5,2020-06-10T02:02:06.000Z,Fantastic Service and speedy delivery.
3416,5,2020-06-10T01:40:21.000Z,"Ordered thinking the guitar was in…
Ordered thinking the guitar was in stock. They rang straight away to let me know the guitar was out of stock and would need to be ordered from the manufacturer. It wasn’t long before it was delivered in perfect condition."
3417,5,2020-06-10T01:33:59.000Z,"Great communication from staff.
Great communication from staff.
The Orange crush 25w combo amp wasn't in stock when I ordered it and they got to me asap to offer alternatives or to wait.
While waiting they kept me up to date on how it was progressing and replied quickly to any questions I had about it's status
5/5 will be getting all my music gear from here in future"
3418,5,2020-06-10T01:18:58.000Z,"Better Music
Better Music, as always, prompt and reliable. Very competitive pricing."
3419,5,2020-06-09T09:28:37.000Z,"Great response time and easy to deal…
Great response time and easy to deal with. Kept informed every step of the purchase process. Would definitely deal with them again."
3420,3,2020-06-09T04:34:25.000Z,"I was under the impression I order a…
I was under the impression I order a variety of guitar picks but 12 of the same strength were delivered."
3421,5,2020-06-09T03:59:07.000Z,Well packed and great communication
3422,5,2020-06-09T03:58:14.000Z,"Great service
Great service, price and speed of delivery.
5/5."
3423,5,2020-06-09T03:18:32.000Z,"fast service
fast service, satisfactory price, good quality products."
3424,4,2020-06-09T02:28:57.000Z,Very prompt and professional 👌
3425,5,2020-06-09T01:13:12.000Z,"Great customer service and quick…
Great customer service and quick delivery"
3426,5,2020-06-09T01:04:23.000Z,"Good service
Good service
Thanks"
3427,4,2020-06-09T00:16:46.000Z,"Good, aside from communication
Item was as described, prompt delivery, and item was well packaged. Guy on the phone didn't seem too interested and no reply on facebook messenger but otherwise a good experience."
3428,4,2020-06-08T23:15:06.000Z,"Great business to deal with
Great business to deal with, the only blemish was one item was showing in stock but when we placed the order it wasn’t. We did receive an email to advise us soon after."
3429,5,2020-06-08T12:36:05.000Z,Very good service
3430,5,2020-06-08T09:59:54.000Z,"Incredible service
Incredible service. I don’t think I’d pressed submit on my order and it arrived by courier, no less and we do not live in a major city!! Yet to put it together as it is a birthday gift. But I am sure it will be fine."
3431,1,2020-06-08T01:59:40.000Z,"Still havent recvd my package
Still havent recvd my package. Had to follow up for weeks."
3432,5,2020-06-08T01:24:38.000Z,"Better Music, great customer service
Better Music have a great website, loads of amazing guitars and equipment and really good customer service. I just recently bought from their online store and was very impressed with the whole experience. I will definitely be purchasing from Better Music again."
3433,5,2020-06-06T12:51:40.000Z,"Very fast
Very fast. We were surprised how quickly the books arrived. Thanks."
3434,5,2020-06-06T09:06:04.000Z,"Fantastic service
Fantastic service. Quick delivery and great product."
3435,5,2020-06-06T07:19:25.000Z,"Great product and price and very timely…
Great product and price and very timely delivery."
3436,5,2020-06-06T01:37:34.000Z,"Needed violin strings and found a good…
Needed violin strings and found a good price and quick delivery."
3437,5,2020-06-05T08:10:51.000Z,"Great people to deal with
Great people to deal with. Quick to answer any queries, even quicker delivery"
3438,5,2020-06-04T09:43:34.000Z,"Good service
Good service, friendly staff. Thankyou"
3439,4,2020-06-04T08:09:17.000Z,Great service
3440,5,2020-06-04T04:20:18.000Z,"Loved the fact there was options for…
Loved the fact there was options for payment method and delivery arrived as per stated."
3441,5,2020-06-04T02:48:01.000Z,"Great honest service and quality…
Great honest service and quality products."
3442,5,2020-06-04T02:15:17.000Z,"Timely
Timely, safe and very good service."
3443,5,2020-06-04T01:39:58.000Z,"Deserving of recognition.
Great team of knowledgeable people and great customer support. Orders have arrived quickly without any damage and the products are of great quality. It's great to see an Australian company with great values, deliver a service with such integrity.
Thanks! :)

Dan S."
3444,5,2020-06-04T01:37:25.000Z,"Quick and fast delivery
Quick and fast delivery, product is amazing :)"
3445,5,2020-06-04T01:04:20.000Z,"Great Business!
Easy to deal with. Good prices, multiple payment options and fast shipping. Recommended."
3446,1,2020-06-04T07:02:04.000Z,"Terrible service
Purchased a gator guitar pedalboard online for $399. It was poor quality there were gaps in the metal seal on the board and not actually a pedal board but a more like a transporter which I would not have purchased had I seen it physically. I requested to return (I had opened the box saw it was a very badly made and possibly a second. Certainly does is not worth $399, And called better music straight away. I had not used at it all . I was told by Better Music that I had to pay return postage (very heavy item) and also pay 20%restocking fee. All of which would not give me much back and not worth returning. I would never purchase anything from this store. I have found other music stores online with excellent after sales service who would pay return postage if not satisfied with purchase. Look around before buying from Better Music."
3447,5,2020-06-03T07:17:56.000Z,"Satisfied
Easy purchase - prompt delivery"
